t,y0,y1,y2,y3,y4,y5,y6,y7
0.0,0.0,0.0,0.0,0.0,-6.533392227900292,-1.1188948797070324,0.413753435149139,-0.004674862439074275
0.00011236522510083142,-1.6673527903816075e-11,-8.309832469538249e-12,4.001145746545317e-12,-3.548748548982157e-08,-6.524249531160798,-1.136114524581258,0.41037954805768195,-0.004583218360811006
0.00022473045020166284,-2.4989666467279996e-11,-1.2568200497985927e-11,8.972068405050113e-12,-5.296059653791014e-08,-6.519625448936004,-1.1448007651431455,0.4086865165006833,-0.004537870501011228
0.00033709567530249425,-3.3292276492312385e-11,-1.6895672965880177e-11,1.589631761190406e-11,-7.025517783542072e-08,-6.5149657795527585,-1.1535349282808631,0.40698976353213173,-0.004492837455207186
0.0004494609004033257,-4.15815196443548e-11,-2.1292342914321443e-11,2.4753912156302244e-11,-8.737264026723372e-08,-6.510270214753979,-1.1623147914587078,0.4052895370048881,-0.004448118224043811
0.0005618261255041571,-4.9857553952819705e-11,-2.5758296013330628e-11,3.552502901536893e-11,-1.0431438854412924e-07,-6.505538458201271,-1.1711381673446588,0.4035860807512603,-0.004403711792487426
0.0006741913506049885,-5.812053386369966e-11,-3.0293610678851376e-11,4.819000265797686e-11,-1.2108182115984857e-07,-6.500770225286826,-1.180002903420626,0.4018796346281769,-0.004359617130211362
0.0007865565757058199,-6.637061029160569e-11,-3.489835818845478e-11,6.272932434382562e-11,-1.3767633034963e-07,-6.49596524294746,-1.1889068815958679,0.4001704345619844,-0.004315833191976343
0.0008989218008066514,-7.460793067124107e-11,-3.957260279575689e-11,7.912364141794097e-11,-1.5409930205019215e-07,-6.491123249480751,-1.1978480178235642,0.39845871259287313,-0.004272358918005674
0.0010112870259074828,-8.283263900831313e-11,-4.431640184355982e-11,9.735375660075972e-11,-1.703521158611476e-07,-6.486243994363255,-1.2068242617205356,0.39674469691892894,-0.004229193234355323
0.0011236522510083141,-9.10448759298892e-11,-4.9129805875726925e-11,1.1740062727395721e-10,-1.864361450078211e-07,-6.481327238070806,-1.2158335961900903,0.3950286119398182,-0.004186335053278908
0.0012360174761091454,-9.924477873420073e-11,-5.401285874780234e-11,1.3924536476217502e-10,-2.0235275630545257e-07,-6.476372751900857,-1.2248740370479803,0.3933106783001025,-0.0041437832735876645
0.0013483827012099768,-1.0743248143990004e-10,-5.896559773638555e-11,1.628692336108029e-10,-2.1810331012476265e-07,-6.471380317796853,-1.2339436326514626,0.3915911129321893,-0.004101536781005439
0.001460747926310808,-1.1560811483477447e-10,-6.398805364727119e-11,1.8825365085996746e-10,-2.3368916035886006e-07,-6.466349728174636,-1.24304046353144,0.389870129098917,-0.004059594448518764
0.0015731131514116394,-1.2377180652392214e-10,-6.908025092236434e-11,2.1538018531487641e-10,-2.4911165439146983e-07,-6.461280785750833,-1.2521626420276724,0.3881479364357788,-0.004017955136722051
0.0016854783765124707,-1.3192368097739423e-10,-7.424220774538197e-11,2.442305568126661e-10,-2.643721330664613e-07,-6.456173303373219,-1.2613083119270432,0.3864247409927856,-0.0039766176941579655
0.001797843601613302,-1.4006385957730764e-10,-7.94739361463502e-11,2.7478663548589726e-10,-2.794719306586557e-07,-6.451027103853076,-1.2704756481048654,0.3847007452759706,-0.003935580957653036
0.0019102088267141334,-1.4819246066443332e-10,-8.477544210490807e-11,3.0703044102284137e-10,-2.9441237484589357e-07,-6.445842019799471,-1.2796628561692107,0.3829761482885366,-0.0038948437526485254
0.0020225740518149647,-1.5630959958426352e-10,-9.014672565242734e-11,3.409441419246981e-10,-3.0919478668234055e-07,-6.440617893455466,-1.2888681721082476,0.38125114557164963,-0.003854404893526641
0.002134939276915796,-1.6441538873256357e-10,-9.55877809729593e-11,3.765100547598822e-10,-3.2382048057301355e-07,-6.435354576536258,-1.2980898619405754,0.3795259292448784,-0.0038142631839321126
0.0022473045020166274,-1.7250993760041198e-10,-1.0109859650301748e-10,4.137106434155155e-10,-3.3829076424950664e-07,-6.430051930069205,-1.3073262213685368,0.37780068804628375,-0.0037744174170891913
0.0023596697271174587,-1.8059335281873281e-10,-1.066791550302073e-10,4.525285183462576e-10,-3.5260693874689744e-07,-6.424709824235733,-1.3165755754344903,0.3760756073721585,-0.003734866376114124
0.00247203495221829,-1.8866573820232555e-10,-1.1232943379071171e-10,4.929464358206075e-10,-3.667702983818155e-07,-6.419328138215098,-1.325836278180035,0.3743508693164199,-0.0036956088343231466
0.0025844001773191213,-1.96727194793396e-10,-1.180494045656433e-10,5.349472971648053e-10,-3.8078213073165313e-07,-6.413906760030019,-1.3351067123081675,0.372626652709657,-0.003656643555536028
0.0026967654024199527,-2.0477782090459308e-10,-1.2383903377627244e-10,5.785141480044604e-10,-3.946437166149003e-07,-6.4084455863941105,-1.344385288848352,0.37090313315783474,-0.003617969294375249
0.002809130627520784,-2.1281771216155535e-10,-1.2969828257814107e-10,6.236301775040334e-10,-4.083563300725854e-07,-6.402944522561153,-1.3536704468244973,0.36918048308065626,-0.003579584796560819
0.0029214958526216153,-2.208469615449715e-10,-1.3562710695407234e-10,6.702787176042935e-10,-4.219212383508033e-07,-6.397403482176151,-1.3629606529258165,0.3674588717495857,-0.0035414887992008055
0.0030338610777224466,-2.288656594321595e-10,-1.4162545780608486e-10,7.184432422578724e-10,-4.3533970188431257e-07,-6.391822387128169,-1.3722544011805562,0.36573846532553334,-0.0035036800310776174
